paises;quantidade_kg;valor;categorias;ano
Cabo Verde;-;-;Suco de uva;2012
Camarões;-;-;Suco de uva;2012
Canadá;-;-;Suco de uva;2012
Catar;-;-;Suco de uva;2012
Cayman, Ilhas;-;-;Suco de uva;2012
Chile;9.659;17.692;Suco de uva;2012
China;47;128;Suco de uva;2012
Chipre;-;-;Suco de uva;2012
Cingapura;-;-;Suco de uva;2012
Colômbia;12.000;44.520;Suco de uva;2012
Congo;-;-;Suco de uva;2012
Coreia do Sul;-;-;Suco de uva;2012
Costa do Marfim;-;-;Suco de uva;2012
Costa Rica;-;-;Suco de uva;2012
Coveite;-;-;Suco de uva;2012
Cuba;-;-;Suco de uva;2012
Curaçao;-;-;Suco de uva;2012
Dinamarca;-;-;Suco de uva;2012
Dominica, Ilha de;-;-;Suco de uva;2012
El Salvador;-;-;Suco de uva;2012
Emirados Árabes Unidos;-;-;Suco de uva;2012
Equador;-;-;Suco de uva;2012
Espanha;-;-;Suco de uva;2012
Estados Unidos;-;-;Suco de uva;2012
Falkland (Malvinas);-;-;Suco de uva;2012
Filipinas;-;-;Suco de uva;2012
Finlândia;-;-;Suco de uva;2012
França;-;-;Suco de uva;2012
Gana;-;-;Suco de uva;2012
Gibraltar;-;-;Suco de uva;2012
Granada;-;-;Suco de uva;2012
Grêcia;-;-;Suco de uva;2012
Guatemala;-;-;Suco de uva;2012
Guiana;-;-;Suco de uva;2012
Guiana Francesa;-;-;Suco de uva;2012
Guiné Bissau;-;-;Suco de uva;2012
Guine Equatorial;-;-;Suco de uva;2012
Haiti;-;-;Suco de uva;2012
Hong Kong;77;103;Suco de uva;2012
Hungria;-;-;Suco de uva;2012
Ilha de Man;-;-;Suco de uva;2012
India;-;-;Suco de uva;2012
Indonêsia;-;-;Suco de uva;2012
Irã;-;-;Suco de uva;2012
Iraque;-;-;Suco de uva;2012
Irlanda;-;-;Suco de uva;2012
Israel;-;-;Suco de uva;2012
Itália;-;-;Suco de uva;2012
Iugoslâvia;-;-;Suco de uva;2012
Jamaica;-;-;Suco de uva;2012
Japão;2.168.980;6.749.165;Suco de uva;2012
Líbano;-;-;Suco de uva;2012
Libêria;-;-;Suco de uva;2012
Líbia;-;-;Suco de uva;2012
Luxemburgo;-;-;Suco de uva;2012
Malásia;-;-;Suco de uva;2012
Malta;-;-;Suco de uva;2012
Marshall, Ilhas;-;-;Suco de uva;2012
Mauritânia;-;-;Suco de uva;2012
México;83.291;309.005;Suco de uva;2012
Moçambique;-;-;Suco de uva;2012
Mônaco;-;-;Suco de uva;2012
Montenegro;-;-;Suco de uva;2012
Namíbia;-;-;Suco de uva;2012
Nigéria;-;-;Suco de uva;2012
Noruega;2.016;6.655;Suco de uva;2012
Nova Caledônia;-;-;Suco de uva;2012
Nova Zelândia;-;-;Suco de uva;2012
Países Baixos;30;130;Suco de uva;2012
Panamá;-;-;Suco de uva;2012
Paquistão;-;-;Suco de uva;2012
Paraguai;52.267;71.708;Suco de uva;2012
Peru;5.035;18.881;Suco de uva;2012
Polônia;-;-;Suco de uva;2012
Porto Rico;-;-;Suco de uva;2012
Portugal;-;-;Suco de uva;2012
Quênia;8;4;Suco de uva;2012
Reino Unido;-;-;Suco de uva;2012
República Centro Africana;-;-;Suco de uva;2012
República Dominicana;14.310;54.564;Suco de uva;2012
República Federativa da Rússia;-;-;Suco de uva;2012
Rússia;-;-;Suco de uva;2012
São Tomé e Príncipe;-;-;Suco de uva;2012
Senegal;-;-;Suco de uva;2012
Serra Leoa;-;-;Suco de uva;2012
Singapura;-;-;Suco de uva;2012
Sri Lanka;-;-;Suco de uva;2012
Suécia;-;-;Suco de uva;2012
Suíça;-;-;Suco de uva;2012
Suriname;21.750;78.278;Suco de uva;2012
Tailândia;2.700;10.800;Suco de uva;2012
Taiwan (Formosa);-;-;Suco de uva;2012
Tanzânia;-;-;Suco de uva;2012
Tcheca, República;-;-;Suco de uva;2012
Togo;-;-;Suco de uva;2012
Trinidade e Tobago;37.100;137.106;Suco de uva;2012
Turquia;-;-;Suco de uva;2012
Uruguai;160;620;Suco de uva;2012
Vanuatu;-;-;Suco de uva;2012
Venezuela;53.280;168.408;Suco de uva;2012
Total;2.473.423;7.719.833;Suco de uva;2012
Afeganistão;-;-;Vinhos de mesa;2013
África do Sul;-;-;Vinhos de mesa;2013
Alemanha, República Democrática;61.699;265.978;Vinhos de mesa;2013
Angola;1.573;9.300;Vinhos de mesa;2013
Anguilla;-;-;Vinhos de mesa;2013
Antígua e Barbuda;-;-;Vinhos de mesa;2013
Antilhas Holandesas;11.281;19.565;Vinhos de mesa;2013
Argentina;-;-;Vinhos de mesa;2013
Aruba;-;-;Vinhos de mesa;2013
Austrália;16.707;101.715;Vinhos de mesa;2013
Áustria;-;-;Vinhos de mesa;2013
Bahamas;581;5.145;Vinhos de mesa;2013
Bangladesh;-;-;Vinhos de mesa;2013
Barbados;-;-;Vinhos de mesa;2013
Barein;-;-;Vinhos de mesa;2013
Bélgica;22.461;95.893;Vinhos de mesa;2013
Belice;-;-;Vinhos de mesa;2013
Benin;-;-;Vinhos de mesa;2013
Bolívia;19.147;25.998;Vinhos de mesa;2013
Bósnia-Herzegovina;-;-;Vinhos de mesa;2013
Brasil;-;-;Vinhos de mesa;2013
Bulgária;-;-;Vinhos de mesa;2013
Cabo Verde;-;-;Vinhos de mesa;2013
Camarões;-;-;Vinhos de mesa;2013
Canadá;25.329;174.643;Vinhos de mesa;2013
Catar;-;-;Vinhos de mesa;2013
Cayman, Ilhas;-;-;Vinhos de mesa;2013
Chile;-;-;Vinhos de mesa;2013
China;40.929;279.956;Vinhos de mesa;2013
Chipre;-;-;Vinhos de mesa;2013
Cingapura;766;5.779;Vinhos de mesa;2013
Cocos (Keeling), Ilhas;-;-;Vinhos de mesa;2013
Colômbia;8;30;Vinhos de mesa;2013
Comores;-;-;Vinhos de mesa;2013
Congo;-;-;Vinhos de mesa;2013
Coreia, Republica Sul;-;-;Vinhos de mesa;2013
Costa do Marfim;-;-;Vinhos de mesa;2013
Costa Rica;-;-;Vinhos de mesa;2013
Croácia;-;-;Vinhos de mesa;2013
Cuba;-;-;Vinhos de mesa;2013
Curaçao;-;-;Vinhos de mesa;2013
Dinamarca;17.892;101.915;Vinhos de mesa;2013
Dominica;-;-;Vinhos de mesa;2013
El Salvador;-;-;Vinhos de mesa;2013
Emirados Arabes Unidos;-;-;Vinhos de mesa;2013
Equador;-;-;Vinhos de mesa;2013
Eslovaca, Republica;-;-;Vinhos de mesa;2013
Espanha;1.972.980;3.748.940;Vinhos de mesa;2013
Estados Unidos;245.368;786.556;Vinhos de mesa;2013
Estônia;-;-;Vinhos de mesa;2013
Filipinas;-;-;Vinhos de mesa;2013
Finlândia;36.682;283.114;Vinhos de mesa;2013
França;6.885;42.256;Vinhos de mesa;2013
Gana;-;-;Vinhos de mesa;2013
Gibraltar;-;-;Vinhos de mesa;2013
Granada;-;-;Vinhos de mesa;2013
Grécia;-;-;Vinhos de mesa;2013
Guatemala;-;-;Vinhos de mesa;2013
Guiana;-;-;Vinhos de mesa;2013
Guiana Francesa;-;-;Vinhos de mesa;2013
Guine Bissau;-;-;Vinhos de mesa;2013
Guine Equatorial;1.108;5.336;Vinhos de mesa;2013
Haiti;-;-;Vinhos de mesa;2013
Honduras;-;-;Vinhos de mesa;2013
Hong Kong;16.013;61.224;Vinhos de mesa;2013
Hungria;-;-;Vinhos de mesa;2013
Ilha de Man;-;-;Vinhos de mesa;2013
Ilhas Virgens;-;-;Vinhos de mesa;2013
India;-;-;Vinhos de mesa;2013
Indonésia;-;-;Vinhos de mesa;2013
Irã;-;-;Vinhos de mesa;2013
Iraque;-;-;Vinhos de mesa;2013
Irlanda;-;-;Vinhos de mesa;2013
Itália;1.710;11.967;Vinhos de mesa;2013
Jamaica;-;-;Vinhos de mesa;2013
Japão;91.988;429.088;Vinhos de mesa;2013
Jordânia;-;-;Vinhos de mesa;2013
Letônia;-;-;Vinhos de mesa;2013
Líbano;-;-;Vinhos de mesa;2013
Libéria;-;-;Vinhos de mesa;2013
Luxemburgo;5.135;29.474;Vinhos de mesa;2013
Malásia;-;-;Vinhos de mesa;2013
Malta;-;-;Vinhos de mesa;2013
Marshall, Ilhas;-;-;Vinhos de mesa;2013
Mauritânia;-;-;Vinhos de mesa;2013
México;-;-;Vinhos de mesa;2013
Moçambique;-;-;Vinhos de mesa;2013
Montenegro;-;-;Vinhos de mesa;2013
Namibia;-;-;Vinhos de mesa;2013
Nicaragua;-;-;Vinhos de mesa;2013
Nigéria;1.350;2.245;Vinhos de mesa;2013
Noruega;2.375;19.008;Vinhos de mesa;2013
Nova Caledônia;-;-;Vinhos de mesa;2013
Nova Zelândia;1.004;4.092;Vinhos de mesa;2013
Omã;-;-;Vinhos de mesa;2013
Países Baixos;57.792;255.690;Vinhos de mesa;2013
Panamá;-;-;Vinhos de mesa;2013
Paraguai;481.564;680.828;Vinhos de mesa;2013
Peru;-;-;Vinhos de mesa;2013
Polônia;19.249;90.960;Vinhos de mesa;2013
Porto Rico;-;-;Vinhos de mesa;2013
Portugal;23.810;17.627;Vinhos de mesa;2013
Quênia;6;4;Vinhos de mesa;2013
Reino Unido;59.161;305.005;Vinhos de mesa;2013
República Dominicana;-;-;Vinhos de mesa;2013
Rússia;5.893.291;14.795.694;Vinhos de mesa;2013
São Tomé e Príncipe;-;-;Vinhos de mesa;2013
São Vicente e Granadinas;-;-;Vinhos de mesa;2013
Senegal;-;-;Vinhos de mesa;2013
Serra Leoa;-;-;Vinhos de mesa;2013
Singapura;-;-;Vinhos de mesa;2013
Suazilândia;-;-;Vinhos de mesa;2013
Suécia;3.195;20.183;Vinhos de mesa;2013
Suíça;2.997;29.785;Vinhos de mesa;2013
Suriname;1.800;2.960;Vinhos de mesa;2013
Tailândia;-;-;Vinhos de mesa;2013
Taiwan (FORMOSA);-;-;Vinhos de mesa;2013
Tanzânia;-;-;Vinhos de mesa;2013
Tcheca, República;3.697;23.549;Vinhos de mesa;2013
Togo;-;-;Vinhos de mesa;2013
Trinidade Tobago;-;-;Vinhos de mesa;2013
Tunísia;-;-;Vinhos de mesa;2013
Turquia;-;-;Vinhos de mesa;2013
Tuvalu;-;-;Vinhos de mesa;2013
Uruguai;1.526;13.343;Vinhos de mesa;2013
Vanuatu;-;-;Vinhos de mesa;2013
Venezuela;-;-;Vinhos de mesa;2013
Vietnã;-;-;Vinhos de mesa;2013
Total;9.149.059;22.744.845;Vinhos de mesa;2013
Alemanha;5.809;30.461;Espumantes;2013
Angola;5.850;21.060;Espumantes;2013
Antigua e Barbuda;-;-;Espumantes;2013
Antilhas Holandesas;-;-;Espumantes;2013
Argentina;-;-;Espumantes;2013
Aruba;-;-;Espumantes;2013
Australia;767;5.809;Espumantes;2013
Bahamas;270;2.700;Espumantes;2013
Bangladesh;-;-;Espumantes;2013
Barbados;-;-;Espumantes;2013
Belgica;1.100;6.078;Espumantes;2013
Benin;-;-;Espumantes;2013
Bermudas;-;-;Espumantes;2013
Bolívia;-;-;Espumantes;2013
Bósnia-Herzegovina;-;-;Espumantes;2013
Bulgaria;-;-;Espumantes;2013
Cabo Verde;-;-;Espumantes;2013
Camarões;-;-;Espumantes;2013
Canada;10.371;36.809;Espumantes;2013
Catar;-;-;Espumantes;2013
Cayman, Ilhas;-;-;Espumantes;2013
Chile;-;-;Espumantes;2013
China;795;6.572;Espumantes;2013
Chipre;-;-;Espumantes;2013
Cingapura;-;-;Espumantes;2013
Colombia;22;196;Espumantes;2013
Coreia do Sul, Republica da;-;-;Espumantes;2013
Costa Rica;-;-;Espumantes;2013
Cuba;-;-;Espumantes;2013
Curaçao;-;-;Espumantes;2013
Dinamarca;3.164;16.628;Espumantes;2013
Dominica;-;-;Espumantes;2013
El Salvador;-;-;Espumantes;2013
Emirados Arabes Unidos;-;-;Espumantes;2013
Equador;-;-;Espumantes;2013
Espanha;3.375;22.468;Espumantes;2013
Estados Unidos;91.987;364.136;Espumantes;2013
Estonia;-;-;Espumantes;2013
Falkland (Malvinas);-;-;Espumantes;2013
Filipinas;-;-;Espumantes;2013
Filânldia;693;9.556;Espumantes;2013
França;5.400;22.664;Espumantes;2013
Gana;-;-;Espumantes;2013
Gibraltar;-;-;Espumantes;2013
Granada;-;-;Espumantes;2013
Grêcia;-;-;Espumantes;2013
Guatemala;-;-;Espumantes;2013
Guiana;14;93;Espumantes;2013
Guiné Equatorial;-;-;Espumantes;2013
Guiné-Bissau;-;-;Espumantes;2013
Haiti;48;174;Espumantes;2013
Honduras;-;-;Espumantes;2013
Hong Kong;586;4.149;Espumantes;2013
Hungria;-;-;Espumantes;2013
Ilha de Man;-;-;Espumantes;2013
Índia;-;-;Espumantes;2013
Iraque;-;-;Espumantes;2013
Irlanda;1.373;14.599;Espumantes;2013
Islândia;-;-;Espumantes;2013
Italia;315;1.926;Espumantes;2013
Japão;17.009;83.445;Espumantes;2013
Jordânia;-;-;Espumantes;2013
Letonia;-;-;Espumantes;2013
Líbano;-;-;Espumantes;2013
Libéria;-;-;Espumantes;2013
Luxemburgo;765;3.973;Espumantes;2013
Maldivas;-;-;Espumantes;2013
Malta;-;-;Espumantes;2013
Marshall, Ilhas;-;-;Espumantes;2013
Montenegro;-;-;Espumantes;2013
Mexico;-;-;Espumantes;2013
Nicarágua;-;-;Espumantes;2013
Nigéria;-;-;Espumantes;2013
Noruega;567;3.904;Espumantes;2013
Nova Zelandia;150;970;Espumantes;2013
Paises Baixos (Holanda);1.822;10.000;Espumantes;2013
Panama;-;-;Espumantes;2013
Paraguai;23.603;81.321;Espumantes;2013
Peru;-;-;Espumantes;2013
Polonia;-;-;Espumantes;2013
Porto Rico;-;-;Espumantes;2013
Portugal;-;-;Espumantes;2013
Quenia;1;1;Espumantes;2013
Reino Unido;13.900;73.941;Espumantes;2013
Republica Dominicana;-;-;Espumantes;2013
Republica Tcheca;158;1.755;Espumantes;2013
Russia;-;-;Espumantes;2013
Serra Leoa;-;-;Espumantes;2013
Singapura;-;-;Espumantes;2013
Suecia;450;6.470;Espumantes;2013
Suiça;1.620;14.014;Espumantes;2013
Suriname;-;-;Espumantes;2013
Tailandia;-;-;Espumantes;2013
Taiwan (Formosa);-;-;Espumantes;2013
Trinidade e Tobago;-;-;Espumantes;2013
Turquia;-;-;Espumantes;2013
Uruguai;22.717;82.754;Espumantes;2013
Vanuatu;-;-;Espumantes;2013
Venezuela;-;-;Espumantes;2013
Vietnã;-;-;Espumantes;2013
Outros(1);-;-;Espumantes;2013
Total;214.701;928.626;Espumantes;2013
Africa do Sul;-;-;Uvas frescas;2013
Alemanha, República Democrática;2.457.655;5.316.776;Uvas frescas;2013
Angola;-;-;Uvas frescas;2013
Antígua e Barbuda;-;-;Uvas frescas;2013
Arabia Saudita;-;-;Uvas frescas;2013
Argélia;-;-;Uvas frescas;2013
Argentina;32.640;73.440;Uvas frescas;2013
Áustria;-;-;Uvas frescas;2013
Bahamas;-;-;Uvas frescas;2013
Bahrein;-;-;Uvas frescas;2013
Bangladesh;-;-;Uvas frescas;2013
Barbados;-;-;Uvas frescas;2013
Barein;-;-;Uvas frescas;2013
Bélgica;-;-;Uvas frescas;2013
Belize;-;-;Uvas frescas;2013
Bermudas;-;-;Uvas frescas;2013
Bolívia;-;-;Uvas frescas;2013
Bosnia;-;-;Uvas frescas;2013
Brasil;-;-;Uvas frescas;2013
Bulgária;-;-;Uvas frescas;2013
Burquina Faso;-;-;Uvas frescas;2013
Cabo Verde;-;-;Uvas frescas;2013
Camarões;-;-;Uvas frescas;2013
Camores;-;-;Uvas frescas;2013
Canadá;725.927;1.858.772;Uvas frescas;2013
Catar;-;-;Uvas frescas;2013
Cayman, Ilhas;-;-;Uvas frescas;2013
Chile;-;-;Uvas frescas;2013
China;-;-;Uvas frescas;2013
Chipre;-;-;Uvas frescas;2013
Cingapura;-;-;Uvas frescas;2013
Cocos (Keeling), Ilhas;-;-;Uvas frescas;2013
Colombia;-;-;Uvas frescas;2013
Congo;-;-;Uvas frescas;2013
Coreia do Norte;-;-;Uvas frescas;2013
Coreia do Sul;-;-;Uvas frescas;2013
Costa do Marfim;-;-;Uvas frescas;2013
Coveite;8;28;Uvas frescas;2013
Croácia;-;-;Uvas frescas;2013
Curaçao;-;-;Uvas frescas;2013
Dinamarca;111.100;298.900;Uvas frescas;2013
Djibuti;-;-;Uvas frescas;2013
Egito;-;-;Uvas frescas;2013
Emirados Arabes Unidos;233.100;545.937;Uvas frescas;2013
Eslovenia;-;-;Uvas frescas;2013
Espanha;-;-;Uvas frescas;2013
Estados Unidos;2.666.978;5.673.245;Uvas frescas;2013
Falkland (Ilhas Malvinas);-;-;Uvas frescas;2013
Faroé, Ilhas;-;-;Uvas frescas;2013
Filipinas;-;-;Uvas frescas;2013
Finlândia;304.120;971.821;Uvas frescas;2013
França;-;-;Uvas frescas;2013
Gabão;-;-;Uvas frescas;2013
Gana;-;-;Uvas frescas;2013
Georgia;-;-;Uvas frescas;2013
Gibraltar;-;-;Uvas frescas;2013
Grêcia;-;-;Uvas frescas;2013
Guadalupe;-;-;Uvas frescas;2013
Guiana;-;-;Uvas frescas;2013
Guiana Francesa;-;-;Uvas frescas;2013
Guine Equatorial;2.912;14.609;Uvas frescas;2013
Honduras;-;-;Uvas frescas;2013
Hong Kong;-;-;Uvas frescas;2013
Ilha de Man;-;-;Uvas frescas;2013
Ilhas Virgens;-;-;Uvas frescas;2013
Índia;-;-;Uvas frescas;2013
Indonésia;-;-;Uvas frescas;2013
Irã;-;-;Uvas frescas;2013
Irlanda;80.500;98.900;Uvas frescas;2013
Islandia;-;-;Uvas frescas;2013
Itália;48.000;144.696;Uvas frescas;2013
Japão;-;-;Uvas frescas;2013
Jérsei;-;-;Uvas frescas;2013
Jordânia;-;-;Uvas frescas;2013
Letonia;-;-;Uvas frescas;2013
Líbano;-;-;Uvas frescas;2013
Libéria;-;-;Uvas frescas;2013
Líbia;-;-;Uvas frescas;2013
Lituania;119.288;263.523;Uvas frescas;2013
Luxemburgo;-;-;Uvas frescas;2013
Malasia;-;-;Uvas frescas;2013
Malta;-;-;Uvas frescas;2013
Marrocos;-;-;Uvas frescas;2013
Marshall, Ilhas;-;-;Uvas frescas;2013
Martinica;-;-;Uvas frescas;2013
Mauricio;-;-;Uvas frescas;2013
Mauritânia;-;-;Uvas frescas;2013
Mexico;-;-;Uvas frescas;2013
Mônaco;-;-;Uvas frescas;2013
Mongólia;-;-;Uvas frescas;2013
Montenegro;-;-;Uvas frescas;2013
Nigéria;-;-;Uvas frescas;2013
Noruega;1.213.647;3.776.488;Uvas frescas;2013
Omã;-;-;Uvas frescas;2013
Países Baixos;20.822.086;48.735.513;Uvas frescas;2013
Panamá;-;-;Uvas frescas;2013
Paquistão;-;-;Uvas frescas;2013
Paraguai;-;-;Uvas frescas;2013
Polonia;-;-;Uvas frescas;2013
Porto Rico;-;-;Uvas frescas;2013
Portugal;10;11;Uvas frescas;2013
Reino Unido;13.294.489;32.153.501;Uvas frescas;2013
Republica Dominicana;-;-;Uvas frescas;2013
Romênia;-;-;Uvas frescas;2013
Russia,  Federação da;61.440;176.640;Uvas frescas;2013
Samoa Americana;-;-;Uvas frescas;2013
São Tomé e Principe;-;-;Uvas frescas;2013
São Vicente e Granadinas;-;-;Uvas frescas;2013
Serra Leoa;-;-;Uvas frescas;2013
Senegal;-;-;Uvas frescas;2013
Singapura;-;-;Uvas frescas;2013
Sri Lanka;-;-;Uvas frescas;2013
Suécia;957.936;2.773.969;Uvas frescas;2013
Suíça;-;-;Uvas frescas;2013
Suriname;-;-;Uvas frescas;2013
Tailândia;-;-;Uvas frescas;2013
Taiwan;-;-;Uvas frescas;2013
Togo;-;-;Uvas frescas;2013
Trindade e Tobago;-;-;Uvas frescas;2013
Turcas e Caicos, ilhas;-;-;Uvas frescas;2013
Turquia;-;-;Uvas frescas;2013
Tuvalu;-;-;Uvas frescas;2013
Uruguai;48.720;117.918;Uvas frescas;2013
Vanuatu;-;-;Uvas frescas;2013
Venezuela;-;-;Uvas frescas;2013
Vietnã;-;-;Uvas frescas;2013
Provisão de Navios e Aeronaves;-;-;Uvas frescas;2013
Total;43.180.556;102.994.687;Uvas frescas;2013
África do Sul;-;-;Suco de uva;2013
Alemanha, República Democrática da;4;5;Suco de uva;2013
Angola;5.001;21.599;Suco de uva;2013
Antígua e Barbuda;-;-;Suco de uva;2013
Antilhas Holandesas;-;-;Suco de uva;2013
Arábia Saudita;-;-;Suco de uva;2013
Argélia;-;-;Suco de uva;2013
Argentina;-;-;Suco de uva;2013
Aruba;-;-;Suco de uva;2013
Austrália;-;-;Suco de uva;2013
Áustria;-;-;Suco de uva;2013
Bahamas;-;-;Suco de uva;2013
Bangladesh;-;-;Suco de uva;2013
Barbados;-;-;Suco de uva;2013
Barein;-;-;Suco de uva;2013
Bélgica;-;-;Suco de uva;2013
Belize;-;-;Suco de uva;2013
Benin;-;-;Suco de uva;2013
Bermudas;-;-;Suco de uva;2013
Birmânia;-;-;Suco de uva;2013
Bolívia;3.003;8.238;Suco de uva;2013
Cabo Verde;-;-;Suco de uva;2013
Camarões;-;-;Suco de uva;2013
Canadá;-;-;Suco de uva;2013
Catar;-;-;Suco de uva;2013
Cayman, Ilhas;-;-;Suco de uva;2013
Chile;-;-;Suco de uva;2013
China;18.588;47.255;Suco de uva;2013
Chipre;-;-;Suco de uva;2013
Cingapura;-;-;Suco de uva;2013
Colômbia;13.005;46.435;Suco de uva;2013
Congo;-;-;Suco de uva;2013
Coreia do Sul;18.550;52.478;Suco de uva;2013
Costa do Marfim;-;-;Suco de uva;2013
Costa Rica;-;-;Suco de uva;2013
Coveite;-;-;Suco de uva;2013
Cuba;-;-;Suco de uva;2013
Curaçao;-;-;Suco de uva;2013
Dinamarca;-;-;Suco de uva;2013
Dominica, Ilha de;-;-;Suco de uva;2013
El Salvador;-;-;Suco de uva;2013
Emirados Árabes Unidos;-;-;Suco de uva;2013
Equador;-;-;Suco de uva;2013
Espanha;-;-;Suco de uva;2013
Estados Unidos;37.779;97.968;Suco de uva;2013
Falkland (Malvinas);-;-;Suco de uva;2013
Filipinas;-;-;Suco de uva;2013
Finlândia;-;-;Suco de uva;2013
França;24;653;Suco de uva;2013
Gana;-;-;Suco de uva;2013
Gibraltar;-;-;Suco de uva;2013
Granada;-;-;Suco de uva;2013
Grêcia;-;-;Suco de uva;2013
Guatemala;-;-;Suco de uva;2013
Guiana;-;-;Suco de uva;2013
Guiana Francesa;-;-;Suco de uva;2013
Guiné Bissau;-;-;Suco de uva;2013
Guine Equatorial;-;-;Suco de uva;2013
Haiti;-;-;Suco de uva;2013
Hong Kong;-;-;Suco de uva;2013
Hungria;-;-;Suco de uva;2013
Ilha de Man;-;-;Suco de uva;2013
India;-;-;Suco de uva;2013
Indonêsia;-;-;Suco de uva;2013
Irã;-;-;Suco de uva;2013
Iraque;-;-;Suco de uva;2013
Irlanda;-;-;Suco de uva;2013
Israel;-;-;Suco de uva;2013
Itália;-;-;Suco de uva;2013
Iugoslâvia;-;-;Suco de uva;2013
Jamaica;-;-;Suco de uva;2013
Japão;3.535.083;10.484.979;Suco de uva;2013
Líbano;-;-;Suco de uva;2013
Libêria;-;-;Suco de uva;2013
Líbia;7.584;20.760;Suco de uva;2013
Luxemburgo;-;-;Suco de uva;2013
Malásia;18.550;53.795;Suco de uva;2013
Malta;-;-;Suco de uva;2013
Marshall, Ilhas;-;-;Suco de uva;2013
Mauritânia;-;-;Suco de uva;2013
México;86.626;310.549;Suco de uva;2013
Moçambique;-;-;Suco de uva;2013
Mônaco;-;-;Suco de uva;2013
Montenegro;-;-;Suco de uva;2013
Namíbia;-;-;Suco de uva;2013
Nigéria;30;56;Suco de uva;2013
Noruega;-;-;Suco de uva;2013
Nova Caledônia;-;-;Suco de uva;2013
Nova Zelândia;18.550;46.376;Suco de uva;2013
Países Baixos;185.500;475.488;Suco de uva;2013
Panamá;-;-;Suco de uva;2013
Paquistão;-;-;Suco de uva;2013
Paraguai;57.407;106.312;Suco de uva;2013
Peru;10.755;26.560;Suco de uva;2013
Polônia;-;-;Suco de uva;2013
Porto Rico;-;-;Suco de uva;2013
Portugal;-;-;Suco de uva;2013
Quênia;-;-;Suco de uva;2013
Reino Unido;-;-;Suco de uva;2013
República Centro Africana;-;-;Suco de uva;2013
República Dominicana;37.365;83.445;Suco de uva;2013
República Federativa da Rússia;-;-;Suco de uva;2013
Rússia;-;-;Suco de uva;2013
São Tomé e Príncipe;-;-;Suco de uva;2013
Senegal;-;-;Suco de uva;2013
Serra Leoa;-;-;Suco de uva;2013
Singapura;-;-;Suco de uva;2013
Sri Lanka;-;-;Suco de uva;2013
Suécia;-;-;Suco de uva;2013
Suíça;-;-;Suco de uva;2013
Suriname;12.250;45.693;Suco de uva;2013
Tailândia;3.300;58.383;Suco de uva;2013
Taiwan (Formosa);-;-;Suco de uva;2013
Tanzânia;-;-;Suco de uva;2013
Tcheca, República;120;416;Suco de uva;2013
Togo;-;-;Suco de uva;2013
Trinidade e Tobago;18.550;63.958;Suco de uva;2013
Turquia;-;-;Suco de uva;2013
Uruguai;-;-;Suco de uva;2013
Vanuatu;-;-;Suco de uva;2013
Venezuela;123.975;376.208;Suco de uva;2013
Total;4.211.599;12.427.609;Suco de uva;2013
Afeganistão;-;-;Vinhos de mesa;2014
África do Sul;-;-;Vinhos de mesa;2014
Alemanha, República Democrática;213.348;761.653;Vinhos de mesa;2014
Angola;12.182;23.124;Vinhos de mesa;2014
Anguilla;-;-;Vinhos de mesa;2014
Antígua e Barbuda;-;-;Vinhos de mesa;2014
Antilhas Holandesas;4.455;7.169;Vinhos de mesa;2014
Argentina;20.385;95.130;Vinhos de mesa;2014
Aruba;450;755;Vinhos de mesa;2014
Austrália;6.308;43.709;Vinhos de mesa;2014
Áustria;-;-;Vinhos de mesa;2014
Bahamas;-;-;Vinhos de mesa;2014
Bangladesh;-;-;Vinhos de mesa;2014
Barbados;-;-;Vinhos de mesa;2014
Barein;-;-;Vinhos de mesa;2014
Bélgica;151.320;704.093;Vinhos de mesa;2014
Belice;-;-;Vinhos de mesa;2014
Benin;-;-;Vinhos de mesa;2014
Bolívia;12.534;18.303;Vinhos de mesa;2014
Bósnia-Herzegovina;-;-;Vinhos de mesa;2014
Brasil;-;-;Vinhos de mesa;2014
Bulgária;-;-;Vinhos de mesa;2014
Cabo Verde;-;-;Vinhos de mesa;2014
Camarões;-;-;Vinhos de mesa;2014
Canadá;35.082;226.875;Vinhos de mesa;2014
Catar;-;-;Vinhos de mesa;2014
Cayman, Ilhas;-;-;Vinhos de mesa;2014
Chile;-;-;Vinhos de mesa;2014
China;64.040;455.340;Vinhos de mesa;2014
Chipre;-;-;Vinhos de mesa;2014
Cingapura;541;3.887;Vinhos de mesa;2014
Cocos (Keeling), Ilhas;-;-;Vinhos de mesa;2014
Colômbia;-;-;Vinhos de mesa;2014
Comores;-;-;Vinhos de mesa;2014
Congo;-;-;Vinhos de mesa;2014
Coreia, Republica Sul;-;-;Vinhos de mesa;2014
Costa do Marfim;-;-;Vinhos de mesa;2014
Costa Rica;-;-;Vinhos de mesa;2014
Croácia;-;-;Vinhos de mesa;2014
Cuba;38.875;43.200;Vinhos de mesa;2014
Curaçao;-;-;Vinhos de mesa;2014
Dinamarca;3.240;16.871;Vinhos de mesa;2014
Dominica;-;-;Vinhos de mesa;2014
El Salvador;-;-;Vinhos de mesa;2014
Emirados Arabes Unidos;640;3.381;Vinhos de mesa;2014
Equador;-;-;Vinhos de mesa;2014
Eslovaca, Republica;-;-;Vinhos de mesa;2014
Espanha;-;-;Vinhos de mesa;2014
Estados Unidos;222.267;494.216;Vinhos de mesa;2014
Estônia;-;-;Vinhos de mesa;2014
